#first HST orbit is affected by the ramp effect 
Time (MJD), Luh16A_flux, Luh16B_flux,Luh16A_flux_err,Luh16B_flux_err 
     59707.9276, 3.568e-11, 3.924e-11, 5.87e-14, 6.438e-14
     59707.9279, 3.571e-11, 3.924e-11, 5.883e-14, 6.429e-14
     59707.9282, 3.567e-11, 3.929e-11, 5.873e-14, 6.452e-14
     59707.9285, 3.565e-11, 3.926e-11, 5.87e-14, 6.404e-14
     59707.9288, 3.564e-11, 3.931e-11, 5.866e-14, 6.454e-14
     59707.9291, 3.567e-11, 3.932e-11, 5.867e-14, 6.456e-14
     59707.9294, 3.555e-11, 3.933e-11, 6.908e-14, 6.449e-14
     59707.9297, 3.568e-11, 3.935e-11, 5.886e-14, 6.475e-14
       59707.93, 3.566e-11, 3.937e-11, 5.88e-14, 6.456e-14
     59707.9303, 3.566e-11, 3.937e-11, 5.881e-14, 6.459e-14
     59707.9306, 3.562e-11, 3.937e-11, 5.871e-14, 6.451e-14
     59707.9309, 3.563e-11, 3.943e-11, 5.854e-14, 6.491e-14
     59707.9312, 3.564e-11, 3.94e-11, 5.882e-14, 6.455e-14
     59707.9315, 3.563e-11, 3.947e-11, 5.898e-14, 6.469e-14
     59707.9318, 3.562e-11, 3.949e-11, 5.856e-14, 6.493e-14
     59707.9321, 3.563e-11, 3.948e-11, 5.871e-14, 6.467e-14
     59707.9324, 3.562e-11, 3.947e-11, 5.863e-14, 6.473e-14
      59707.967, 3.53e-11, 4.061e-11, 5.819e-14, 6.637e-14
     59707.9673, 3.536e-11, 4.062e-11, 5.837e-14, 6.641e-14
     59707.9676, 3.529e-11, 4.061e-11, 5.807e-14, 6.641e-14
     59707.9679, 3.534e-11, 4.062e-11, 5.819e-14, 6.648e-14
     59707.9682, 3.532e-11, 4.064e-11, 5.805e-14, 6.651e-14
     59707.9685, 3.534e-11, 4.066e-11, 5.819e-14, 6.669e-14
     59707.9688, 3.538e-11, 4.067e-11, 5.827e-14, 6.634e-14
     59707.9691, 3.537e-11, 4.065e-11, 5.839e-14, 6.637e-14
     59707.9694, 3.528e-11, 4.061e-11, 5.798e-14, 6.632e-14
     59707.9697, 3.533e-11, 4.062e-11, 5.815e-14, 6.644e-14
       59707.97, 3.534e-11, 4.055e-11, 5.825e-14, 6.615e-14
     59707.9703, 3.533e-11, 4.061e-11, 5.833e-14, 6.636e-14
     59707.9706, 3.529e-11, 4.059e-11, 5.801e-14, 6.606e-14
     59707.9709, 3.531e-11, 4.059e-11, 5.815e-14, 6.62e-14
     59707.9712, 3.532e-11, 4.058e-11, 5.806e-14, 6.611e-14
     59707.9715, 3.534e-11, 4.058e-11, 5.829e-14, 6.623e-14
     59707.9718, 3.53e-11, 4.061e-11, 5.803e-14, 6.623e-14
     59707.9721, 3.534e-11, 4.059e-11, 5.832e-14, 6.622e-14
     59707.9724, 3.536e-11, 4.059e-11, 5.829e-14, 6.614e-14
     59707.9727, 3.529e-11, 4.057e-11, 5.799e-14, 6.619e-14
      59707.973, 3.534e-11, 4.053e-11, 5.819e-14, 6.594e-14
     59707.9733, 3.53e-11, 4.06e-11, 5.809e-14, 6.629e-14
     59707.9736, 3.53e-11, 4.062e-11, 5.818e-14, 6.647e-14
     59707.9739, 3.535e-11, 4.06e-11, 5.821e-14, 6.624e-14
     59707.9742, 3.536e-11, 4.056e-11, 5.823e-14, 6.602e-14
     59707.9745, 3.527e-11, 4.061e-11, 5.797e-14, 6.617e-14
     59707.9748, 3.531e-11, 4.055e-11, 5.812e-14, 6.607e-14
     59707.9751, 3.53e-11, 4.06e-11, 5.803e-14, 6.636e-14
     59707.9754, 3.529e-11, 4.06e-11, 5.812e-14, 6.622e-14
     59707.9757, 3.533e-11, 4.057e-11, 5.813e-14, 6.596e-14
      59707.976, 3.53e-11, 4.055e-11, 5.795e-14, 6.617e-14
     59707.9763, 3.534e-11, 4.058e-11, 5.815e-14, 6.711e-14
     59707.9766, 3.528e-11, 4.061e-11, 5.781e-14, 6.642e-14
     59707.9769, 3.538e-11, 4.058e-11, 5.82e-14, 6.629e-14
     59707.9772, 3.533e-11, 4.056e-11, 5.824e-14, 6.612e-14
     59707.9775, 3.534e-11, 4.056e-11, 5.824e-14, 6.614e-14
     59707.9778, 3.533e-11, 4.059e-11, 5.825e-14, 6.628e-14
     59707.9781, 3.534e-11, 4.056e-11, 5.828e-14, 6.613e-14
     59707.9784, 3.535e-11, 4.058e-11, 5.813e-14, 6.634e-14
     59707.9787, 3.524e-11, 4.061e-11, 5.788e-14, 6.65e-14
      59707.979, 3.533e-11, 4.057e-11, 5.812e-14, 6.617e-14
     59707.9793, 3.533e-11, 4.056e-11, 5.815e-14, 6.627e-14
     59707.9796, 3.533e-11, 4.057e-11, 5.827e-14, 6.622e-14
     59707.9799, 3.532e-11, 4.063e-11, 5.803e-14, 6.631e-14
     59707.9802, 3.534e-11, 4.056e-11, 5.808e-14, 6.616e-14
     59707.9805, 3.534e-11, 4.06e-11, 5.812e-14, 6.641e-14
     59707.9808, 3.531e-11, 4.058e-11, 5.809e-14, 6.642e-14
     59707.9811, 3.533e-11, 4.062e-11, 6.01e-14, 6.632e-14
     59707.9814, 3.531e-11, 4.058e-11, 5.802e-14, 6.619e-14
     59707.9817, 3.535e-11, 4.058e-11, 5.811e-14, 6.636e-14
      59707.982, 3.532e-11, 4.062e-11, 5.806e-14, 6.628e-14
     59707.9823, 3.536e-11, 4.063e-11, 5.821e-14, 6.641e-14
     59707.9826, 3.537e-11, 4.067e-11, 5.819e-14, 6.648e-14
     59707.9829, 3.537e-11, 4.061e-11, 5.823e-14, 6.625e-14
     59707.9832, 3.538e-11, 4.06e-11, 5.832e-14, 6.621e-14
     59707.9835, 3.536e-11, 4.063e-11, 5.821e-14, 6.64e-14
     59707.9838, 3.539e-11, 4.059e-11, 5.82e-14, 6.765e-14
     59707.9841, 3.535e-11, 4.066e-11, 5.816e-14, 6.653e-14
     59707.9844, 3.542e-11, 4.065e-11, 5.856e-14, 6.639e-14
     59707.9847, 3.54e-11, 4.068e-11, 5.818e-14, 6.658e-14
      59707.985, 3.537e-11, 4.062e-11, 5.812e-14, 6.626e-14
     59707.9853, 3.542e-11, 4.066e-11, 5.824e-14, 6.643e-14
     59707.9856, 3.54e-11, 4.063e-11, 5.824e-14, 6.64e-14
     59707.9859, 3.54e-11, 4.067e-11, 5.836e-14, 6.645e-14
     59707.9862, 3.541e-11, 4.065e-11, 5.84e-14, 6.652e-14
     59707.9865, 3.543e-11, 4.065e-11, 5.83e-14, 6.635e-14
     59707.9868, 3.541e-11, 4.065e-11, 5.824e-14, 6.647e-14
     59707.9871, 3.541e-11, 4.068e-11, 5.816e-14, 6.657e-14
     59707.9874, 3.537e-11, 4.075e-11, 5.819e-14, 6.66e-14
     59707.9877, 3.547e-11, 4.069e-11, 5.85e-14, 6.678e-14
      59707.988, 3.543e-11, 4.071e-11, 5.856e-14, 6.652e-14
     59707.9883, 3.539e-11, 4.073e-11, 5.816e-14, 6.659e-14
     59707.9886, 3.544e-11, 4.074e-11, 5.842e-14, 6.657e-14
     59707.9889, 3.549e-11, 4.075e-11, 5.86e-14, 6.686e-14
     59707.9892, 3.547e-11, 4.066e-11, 5.826e-14, 6.624e-14
     59707.9895, 3.548e-11, 4.075e-11, 5.841e-14, 6.767e-14
     59707.9898, 3.545e-11, 4.074e-11, 5.837e-14, 6.648e-14
     59707.9901, 3.548e-11, 4.076e-11, 5.847e-14, 6.675e-14
     59707.9904, 3.548e-11, 4.08e-11, 5.848e-14, 6.69e-14
     59707.9907, 3.549e-11, 4.081e-11, 5.862e-14, 6.688e-14
      59707.991, 3.55e-11, 4.084e-11, 5.867e-14, 6.697e-14
     59707.9913, 3.548e-11, 4.08e-11, 5.861e-14, 6.681e-14
     59707.9916, 3.554e-11, 4.085e-11, 5.863e-14, 6.695e-14
     59707.9919, 3.551e-11, 4.079e-11, 5.846e-14, 6.764e-14
     59707.9922, 3.548e-11, 4.082e-11, 5.833e-14, 6.679e-14
     59707.9925, 3.551e-11, 4.082e-11, 5.863e-14, 6.688e-14
     59707.9928, 3.548e-11, 4.078e-11, 5.85e-14, 6.661e-14
     59707.9931, 3.553e-11, 4.085e-11, 5.865e-14, 6.707e-14
     59707.9934, 3.558e-11, 4.085e-11, 5.876e-14, 6.693e-14
     59707.9937, 3.549e-11, 4.085e-11, 5.851e-14, 6.689e-14
      59707.994, 3.556e-11, 4.083e-11, 5.877e-14, 6.674e-14
     59707.9943, 3.553e-11, 4.082e-11, 5.849e-14, 6.684e-14
     59707.9946, 3.557e-11, 4.083e-11, 5.867e-14, 6.688e-14
     59707.9949, 3.553e-11, 4.087e-11, 5.862e-14, 6.696e-14
     59707.9952, 3.558e-11, 4.091e-11, 5.885e-14, 6.698e-14
     59707.9955, 3.558e-11, 4.09e-11, 5.862e-14, 6.693e-14
     59707.9958, 3.556e-11, 4.09e-11, 5.883e-14, 6.696e-14
     59707.9961, 3.557e-11, 4.092e-11, 5.882e-14, 6.722e-14
     59707.9964, 3.557e-11, 4.099e-11, 5.85e-14, 6.749e-14
     59707.9967, 3.557e-11, 4.094e-11, 5.863e-14, 6.71e-14
     59708.0334, 3.592e-11, 4.153e-11, 5.904e-14, 6.805e-14
     59708.0337, 3.598e-11, 4.152e-11, 5.928e-14, 6.768e-14
      59708.034, 3.598e-11, 4.149e-11, 5.918e-14, 6.768e-14
     59708.0343, 3.597e-11, 4.151e-11, 5.901e-14, 6.8e-14
     59708.0346, 3.603e-11, 4.149e-11, 5.931e-14, 6.775e-14
     59708.0349, 3.597e-11, 4.147e-11, 5.905e-14, 6.759e-14
     59708.0352, 3.597e-11, 4.145e-11, 5.906e-14, 6.748e-14
     59708.0355, 3.599e-11, 4.149e-11, 5.904e-14, 6.777e-14
     59708.0358, 3.601e-11, 4.149e-11, 5.925e-14, 6.775e-14
     59708.0361, 3.596e-11, 4.148e-11, 5.901e-14, 6.77e-14
     59708.0364, 3.604e-11, 4.147e-11, 5.932e-14, 6.777e-14
     59708.0367, 3.603e-11, 4.143e-11, 5.911e-14, 6.758e-14
      59708.037, 3.6e-11, 4.144e-11, 5.91e-14, 6.773e-14
     59708.0373, 3.603e-11, 4.146e-11, 5.929e-14, 6.768e-14
     59708.0376, 3.598e-11, 4.141e-11, 5.9e-14, 6.755e-14
     59708.0379, 3.6e-11, 4.143e-11, 5.904e-14, 6.769e-14
     59708.0382, 3.598e-11, 4.141e-11, 5.901e-14, 6.766e-14
     59708.0385, 3.605e-11, 4.141e-11, 5.925e-14, 6.752e-14
     59708.0388, 3.605e-11, 4.135e-11, 5.909e-14, 6.756e-14
     59708.0391, 3.603e-11, 4.134e-11, 5.927e-14, 6.734e-14
     59708.0394, 3.602e-11, 4.134e-11, 5.902e-14, 6.764e-14
     59708.0397, 3.602e-11, 4.134e-11, 5.923e-14, 6.768e-14
       59708.04, 3.601e-11, 4.132e-11, 5.909e-14, 6.759e-14
     59708.0403, 3.601e-11, 4.137e-11, 5.892e-14, 6.762e-14
     59708.0406, 3.601e-11, 4.131e-11, 5.908e-14, 6.73e-14
     59708.0409, 3.604e-11, 4.133e-11, 5.923e-14, 6.747e-14
     59708.0412, 3.601e-11, 4.127e-11, 5.915e-14, 6.732e-14
     59708.0415, 3.606e-11, 4.125e-11, 5.918e-14, 6.716e-14
     59708.0418, 3.601e-11, 4.123e-11, 5.899e-14, 6.738e-14
     59708.0421, 3.602e-11, 4.122e-11, 5.917e-14, 6.727e-14
     59708.0424, 3.599e-11, 4.124e-11, 5.907e-14, 6.727e-14
     59708.0427, 3.605e-11, 4.126e-11, 5.926e-14, 6.735e-14
      59708.043, 3.604e-11, 4.122e-11, 5.922e-14, 6.771e-14
     59708.0433, 3.596e-11, 4.123e-11, 5.893e-14, 6.744e-14
     59708.0436, 3.601e-11, 4.116e-11, 5.914e-14, 6.708e-14
     59708.0439, 3.599e-11, 4.112e-11, 5.909e-14, 6.702e-14
     59708.0442, 3.607e-11, 4.116e-11, 5.936e-14, 6.727e-14
     59708.0445, 3.605e-11, 4.118e-11, 6.111e-14, 6.733e-14
     59708.0448, 3.6e-11, 4.113e-11, 5.902e-14, 6.719e-14
     59708.0451, 3.604e-11, 4.112e-11, 5.915e-14, 6.706e-14
     59708.0454, 3.596e-11, 4.108e-11, 5.907e-14, 6.711e-14
     59708.0457, 3.604e-11, 4.106e-11, 5.914e-14, 6.704e-14
      59708.046, 3.6e-11, 4.105e-11, 5.906e-14, 6.701e-14
     59708.0463, 3.6e-11, 4.102e-11, 5.896e-14, 6.699e-14
     59708.0466, 3.6e-11, 4.103e-11, 5.915e-14, 6.709e-14
     59708.0469, 3.601e-11, 4.099e-11, 5.894e-14, 6.666e-14
     59708.0472, 3.601e-11, 4.101e-11, 5.897e-14, 6.715e-14
     59708.0475, 3.599e-11, 4.099e-11, 5.903e-14, 6.694e-14
     59708.0478, 3.602e-11, 4.092e-11, 5.912e-14, 6.771e-14
     59708.0481, 3.6e-11, 4.092e-11, 5.899e-14, 6.676e-14
     59708.0484, 3.604e-11, 4.094e-11, 5.925e-14, 6.702e-14
     59708.0487, 3.603e-11, 4.093e-11, 5.917e-14, 6.683e-14
      59708.049, 3.601e-11, 4.089e-11, 5.909e-14, 6.686e-14
     59708.0493, 3.6e-11, 4.09e-11, 6.133e-14, 6.685e-14
     59708.0496, 3.598e-11, 4.086e-11, 5.906e-14, 6.698e-14
     59708.0499, 3.601e-11, 4.084e-11, 5.919e-14, 6.663e-14
     59708.0502, 3.601e-11, 4.09e-11, 5.919e-14, 6.703e-14
     59708.0505, 3.602e-11, 4.079e-11, 5.924e-14, 6.675e-14
     59708.0508, 3.595e-11, 4.074e-11, 5.893e-14, 6.627e-14
     59708.0511, 3.602e-11, 4.077e-11, 5.911e-14, 6.66e-14
     59708.0514, 3.605e-11, 4.078e-11, 5.932e-14, 6.672e-14
     59708.0517, 3.599e-11, 4.07e-11, 6.136e-14, 6.646e-14
      59708.052, 3.599e-11, 4.074e-11, 5.907e-14, 6.663e-14
     59708.0523, 3.597e-11, 4.07e-11, 5.906e-14, 6.667e-14
     59708.0526, 3.602e-11, 4.07e-11, 5.927e-14, 6.655e-14
     59708.0529, 3.6e-11, 4.071e-11, 5.92e-14, 6.673e-14
     59708.0532, 3.606e-11, 4.074e-11, 5.94e-14, 6.693e-14
     59708.0535, 3.599e-11, 4.059e-11, 6.147e-14, 6.609e-14
     59708.0538, 3.602e-11, 4.065e-11, 5.924e-14, 6.65e-14
     59708.0541, 3.596e-11, 4.062e-11, 5.894e-14, 6.641e-14
     59708.0544, 3.602e-11, 4.06e-11, 5.924e-14, 6.635e-14
     59708.0547, 3.599e-11, 4.057e-11, 5.91e-14, 6.632e-14
      59708.055, 3.6e-11, 4.062e-11, 6.131e-14, 6.649e-14
     59708.0553, 3.601e-11, 4.055e-11, 5.933e-14, 6.646e-14
     59708.0556, 3.594e-11, 4.046e-11, 5.896e-14, 6.609e-14
     59708.0559, 3.594e-11, 4.058e-11, 5.902e-14, 6.648e-14
     59708.0562, 3.599e-11, 4.049e-11, 6.174e-14, 6.627e-14
     59708.0566, 3.595e-11, 4.051e-11, 5.903e-14, 6.637e-14
     59708.0569, 3.596e-11, 4.048e-11, 6.114e-14, 6.616e-14
     59708.0572, 3.6e-11, 4.044e-11, 5.914e-14, 6.622e-14
     59708.0575, 3.598e-11, 4.045e-11, 5.914e-14, 6.654e-14
     59708.0578, 3.597e-11, 4.046e-11, 5.904e-14, 6.627e-14
     59708.0581, 3.597e-11, 4.045e-11, 5.917e-14, 6.643e-14
     59708.0584, 3.594e-11, 4.039e-11, 5.909e-14, 6.616e-14
     59708.0587, 3.597e-11, 4.041e-11, 5.916e-14, 6.653e-14
      59708.059, 3.599e-11, 4.04e-11, 5.93e-14, 6.625e-14
     59708.0593, 3.595e-11, 4.037e-11, 5.91e-14, 6.63e-14
     59708.0596, 3.598e-11, 4.037e-11, 5.924e-14, 6.628e-14
     59708.0599, 3.592e-11, 4.031e-11, 5.905e-14, 6.622e-14
     59708.0602, 3.593e-11, 4.033e-11, 5.899e-14, 6.626e-14
     59708.0605, 3.59e-11, 4.026e-11, 5.918e-14, 6.602e-14
     59708.0608, 3.594e-11, 4.02e-11, 5.915e-14, 6.59e-14
     59708.0611, 3.593e-11, 4.024e-11, 5.91e-14, 6.589e-14
     59708.0614, 3.592e-11, 4.024e-11, 5.917e-14, 6.611e-14
     59708.0617, 3.596e-11, 4.021e-11, 5.917e-14, 6.6e-14
      59708.062, 3.594e-11, 4.016e-11, 5.894e-14, 6.575e-14
     59708.0623, 3.592e-11, 4.014e-11, 5.916e-14, 6.578e-14
     59708.0626, 3.594e-11, 4.015e-11, 5.913e-14, 6.595e-14
     59708.0629, 3.592e-11, 4.011e-11, 5.92e-14, 6.671e-14
     59708.0632, 3.59e-11, 4.006e-11, 5.91e-14, 6.569e-14
     59708.0998, 3.519e-11, 3.785e-11, 5.811e-14, 6.181e-14
     59708.1001, 3.519e-11, 3.79e-11, 5.802e-14, 6.206e-14
     59708.1004, 3.52e-11, 3.786e-11, 5.798e-14, 6.194e-14
     59708.1007, 3.51e-11, 3.782e-11, 5.769e-14, 6.163e-14
      59708.101, 3.525e-11, 3.787e-11, 5.827e-14, 6.177e-14
     59708.1013, 3.514e-11, 3.788e-11, 5.787e-14, 6.187e-14
     59708.1016, 3.521e-11, 3.781e-11, 5.806e-14, 6.177e-14
     59708.1019, 3.518e-11, 3.788e-11, 5.795e-14, 6.178e-14
     59708.1022, 3.519e-11, 3.789e-11, 5.805e-14, 6.178e-14
     59708.1025, 3.514e-11, 3.789e-11, 5.78e-14, 6.199e-14
     59708.1028, 3.517e-11, 3.789e-11, 5.807e-14, 7.199e-14
     59708.1031, 3.518e-11, 3.786e-11, 5.797e-14, 6.179e-14
     59708.1034, 3.517e-11, 3.79e-11, 5.791e-14, 6.22e-14
     59708.1037, 3.515e-11, 3.796e-11, 5.8e-14, 6.23e-14
      59708.104, 3.516e-11, 3.786e-11, 5.804e-14, 6.178e-14
     59708.1043, 3.506e-11, 3.786e-11, 5.759e-14, 6.175e-14
     59708.1046, 3.516e-11, 3.79e-11, 5.798e-14, 6.184e-14
     59708.1049, 3.511e-11, 3.784e-11, 5.782e-14, 6.161e-14
     59708.1052, 3.514e-11, 3.793e-11, 5.802e-14, 6.201e-14
     59708.1055, 3.512e-11, 3.795e-11, 5.797e-14, 6.204e-14
     59708.1058, 3.513e-11, 3.8e-11, 5.789e-14, 6.373e-14
     59708.1061, 3.512e-11, 3.791e-11, 5.798e-14, 6.179e-14
     59708.1064, 3.514e-11, 3.794e-11, 5.793e-14, 6.179e-14
     59708.1067, 3.505e-11, 3.791e-11, 5.959e-14, 6.182e-14
      59708.107, 3.504e-11, 3.797e-11, 5.778e-14, 6.202e-14
     59708.1073, 3.512e-11, 3.798e-11, 5.785e-14, 6.196e-14
     59708.1076, 3.509e-11, 3.798e-11, 5.781e-14, 7.12e-14
     59708.1079, 3.506e-11, 3.796e-11, 5.774e-14, 6.2e-14
     59708.1082, 3.505e-11, 3.8e-11, 5.786e-14, 6.213e-14
     59708.1085, 3.507e-11, 3.798e-11, 5.785e-14, 6.189e-14
     59708.1088, 3.504e-11, 3.801e-11, 5.765e-14, 6.211e-14
     59708.1091, 3.507e-11, 3.801e-11, 5.778e-14, 6.198e-14
     59708.1094, 3.506e-11, 3.803e-11, 5.785e-14, 6.225e-14
     59708.1097, 3.508e-11, 3.802e-11, 5.771e-14, 6.21e-14
       59708.11, 3.504e-11, 3.803e-11, 5.792e-14, 6.196e-14
     59708.1103, 3.509e-11, 3.808e-11, 5.801e-14, 6.218e-14
     59708.1106, 3.503e-11, 3.806e-11, 5.763e-14, 6.211e-14
     59708.1109, 3.51e-11, 3.805e-11, 5.804e-14, 6.198e-14
     59708.1112, 3.506e-11, 3.809e-11, 5.775e-14, 6.223e-14
     59708.1115, 3.504e-11, 3.809e-11, 5.784e-14, 6.221e-14
     59708.1118, 3.502e-11, 3.812e-11, 5.768e-14, 6.246e-14
     59708.1121, 3.505e-11, 3.818e-11, 5.789e-14, 6.385e-14
     59708.1124, 3.504e-11, 3.82e-11, 5.769e-14, 6.251e-14
     59708.1127, 3.508e-11, 3.815e-11, 5.795e-14, 6.217e-14
      59708.113, 3.5e-11, 3.811e-11, 5.761e-14, 6.227e-14
     59708.1133, 3.503e-11, 3.819e-11, 5.775e-14, 6.219e-14
     59708.1136, 3.509e-11, 3.815e-11, 5.792e-14, 6.219e-14
     59708.1139, 3.505e-11, 3.82e-11, 5.781e-14, 6.252e-14
     59708.1142, 3.502e-11, 3.814e-11, 5.768e-14, 6.21e-14
     59708.1145, 3.503e-11, 3.821e-11, 5.771e-14, 6.238e-14
     59708.1148, 3.502e-11, 3.827e-11, 5.769e-14, 6.268e-14
     59708.1152, 3.505e-11, 3.825e-11, 5.787e-14, 6.25e-14
     59708.1155, 3.498e-11, 3.824e-11, 5.774e-14, 6.238e-14
     59708.1158, 3.504e-11, 3.826e-11, 5.767e-14, 6.242e-14
     59708.1161, 3.499e-11, 3.829e-11, 5.762e-14, 6.251e-14
     59708.1164, 3.501e-11, 3.832e-11, 5.763e-14, 6.268e-14
     59708.1167, 3.501e-11, 3.828e-11, 5.758e-14, 6.356e-14
      59708.117, 3.504e-11, 3.833e-11, 5.783e-14, 6.271e-14
     59708.1173, 3.5e-11, 3.839e-11, 6.928e-14, 6.293e-14
     59708.1176, 3.5e-11, 3.839e-11, 5.757e-14, 6.281e-14
     59708.1179, 3.5e-11, 3.839e-11, 5.78e-14, 6.267e-14
     59708.1182, 3.501e-11, 3.84e-11, 5.981e-14, 6.269e-14
     59708.1185, 3.5e-11, 3.84e-11, 5.776e-14, 6.298e-14
     59708.1188, 3.505e-11, 3.842e-11, 5.781e-14, 6.285e-14
     59708.1191, 3.503e-11, 3.842e-11, 5.774e-14, 6.286e-14
     59708.1194, 3.506e-11, 3.843e-11, 5.786e-14, 6.278e-14
     59708.1197, 3.504e-11, 3.853e-11, 5.774e-14, 6.307e-14
       59708.12, 3.502e-11, 3.848e-11, 5.776e-14, 6.309e-14
     59708.1203, 3.504e-11, 3.853e-11, 5.784e-14, 6.283e-14
     59708.1206, 3.5e-11, 3.859e-11, 5.776e-14, 6.422e-14
     59708.1209, 3.503e-11, 3.851e-11, 5.781e-14, 6.303e-14
     59708.1212, 3.501e-11, 3.853e-11, 5.778e-14, 6.295e-14
     59708.1215, 3.505e-11, 3.862e-11, 5.784e-14, 6.35e-14
     59708.1218, 3.503e-11, 3.858e-11, 5.792e-14, 6.302e-14
     59708.1221, 3.499e-11, 3.862e-11, 5.78e-14, 6.337e-14
     59708.1224, 3.499e-11, 3.864e-11, 5.777e-14, 6.332e-14
     59708.1227, 3.505e-11, 3.869e-11, 5.783e-14, 6.362e-14
      59708.123, 3.506e-11, 3.87e-11, 5.792e-14, 6.351e-14
     59708.1233, 3.502e-11, 3.869e-11, 5.779e-14, 6.345e-14
     59708.1236, 3.501e-11, 3.871e-11, 5.784e-14, 6.36e-14
     59708.1239, 3.501e-11, 3.868e-11, 5.775e-14, 6.316e-14
     59708.1242, 3.502e-11, 3.865e-11, 5.792e-14, 6.313e-14
     59708.1245, 3.504e-11, 3.881e-11, 5.791e-14, 6.374e-14
     59708.1248, 3.501e-11, 3.878e-11, 5.803e-14, 6.357e-14
     59708.1251, 3.502e-11, 3.88e-11, 5.783e-14, 6.349e-14
     59708.1254, 3.507e-11, 3.882e-11, 5.818e-14, 6.346e-14
     59708.1257, 3.5e-11, 3.881e-11, 5.772e-14, 6.362e-14
      59708.126, 3.505e-11, 3.881e-11, 5.792e-14, 6.345e-14
     59708.1263, 3.502e-11, 3.89e-11, 5.802e-14, 6.383e-14
     59708.1266, 3.502e-11, 3.89e-11, 5.778e-14, 6.479e-14
     59708.1269, 3.501e-11, 3.894e-11, 5.795e-14, 6.378e-14
     59708.1272, 3.501e-11, 3.895e-11, 5.783e-14, 6.381e-14
     59708.1275, 3.5e-11, 3.898e-11, 5.775e-14, 6.413e-14
     59708.1278, 3.5e-11, 3.896e-11, 5.778e-14, 6.377e-14
     59708.1281, 3.498e-11, 3.894e-11, 5.78e-14, 6.373e-14
     59708.1284, 3.502e-11, 3.895e-11, 5.782e-14, 6.383e-14
     59708.1287, 3.503e-11, 3.9e-11, 5.8e-14, 6.409e-14
      59708.129, 3.502e-11, 3.904e-11, 5.785e-14, 6.407e-14
     59708.1293, 3.506e-11, 3.898e-11, 5.804e-14, 6.368e-14
     59708.1296, 3.506e-11, 3.903e-11, 5.804e-14, 6.397e-14
     59708.1662, 3.531e-11, 4.072e-11, 5.788e-14, 6.644e-14
     59708.1665, 3.532e-11, 4.077e-11, 5.8e-14, 6.663e-14
     59708.1668, 3.535e-11, 4.077e-11, 5.799e-14, 6.651e-14
     59708.1671, 3.534e-11, 4.074e-11, 5.811e-14, 6.667e-14
     59708.1674, 3.539e-11, 4.078e-11, 5.813e-14, 6.656e-14
     59708.1677, 3.531e-11, 4.075e-11, 5.787e-14, 6.684e-14
      59708.168, 3.537e-11, 4.082e-11, 5.803e-14, 6.674e-14
     59708.1683, 3.538e-11, 4.081e-11, 5.814e-14, 6.677e-14
     59708.1686, 3.538e-11, 4.075e-11, 5.819e-14, 6.677e-14
     59708.1689, 3.537e-11, 4.075e-11, 5.81e-14, 6.649e-14
     59708.1692, 3.539e-11, 4.082e-11, 5.807e-14, 6.678e-14
     59708.1695, 3.542e-11, 4.076e-11, 5.829e-14, 6.658e-14
     59708.1698, 3.549e-11, 4.08e-11, 5.834e-14, 6.672e-14
     59708.1701, 3.54e-11, 4.079e-11, 5.809e-14, 6.643e-14
     59708.1704, 3.54e-11, 4.077e-11, 5.806e-14, 6.65e-14
     59708.1707, 3.543e-11, 4.083e-11, 5.807e-14, 6.658e-14
      59708.171, 3.544e-11, 4.086e-11, 5.826e-14, 6.696e-14
     59708.1713, 3.539e-11, 4.082e-11, 5.811e-14, 6.669e-14
     59708.1716, 3.541e-11, 4.078e-11, 5.806e-14, 6.652e-14
     59708.1719, 3.541e-11, 4.085e-11, 5.811e-14, 6.675e-14
     59708.1722, 3.545e-11, 4.084e-11, 5.807e-14, 6.67e-14
     59708.1725, 3.544e-11, 4.083e-11, 5.818e-14, 6.695e-14
     59708.1728, 3.546e-11, 4.084e-11, 5.816e-14, 6.664e-14
     59708.1731, 3.546e-11, 4.083e-11, 5.798e-14, 6.674e-14
     59708.1734, 3.551e-11, 4.082e-11, 5.839e-14, 6.661e-14
     59708.1737, 3.548e-11, 4.084e-11, 5.831e-14, 6.682e-14
     59708.1741, 3.548e-11, 4.088e-11, 5.812e-14, 6.696e-14
     59708.1744, 3.548e-11, 4.082e-11, 5.819e-14, 6.688e-14
     59708.1747, 3.547e-11, 4.085e-11, 5.816e-14, 6.684e-14
      59708.175, 3.549e-11, 4.087e-11, 5.823e-14, 6.692e-14
     59708.1753, 3.546e-11, 4.085e-11, 5.809e-14, 6.704e-14
     59708.1756, 3.553e-11, 4.087e-11, 5.828e-14, 6.679e-14
     59708.1759, 3.547e-11, 4.085e-11, 6.038e-14, 6.775e-14
     59708.1762, 3.55e-11, 4.087e-11, 5.815e-14, 6.674e-14
     59708.1765, 3.55e-11, 4.087e-11, 5.812e-14, 6.672e-14
     59708.1768, 3.549e-11, 4.084e-11, 5.815e-14, 6.66e-14
     59708.1771, 3.554e-11, 4.086e-11, 5.84e-14, 6.682e-14
     59708.1774, 3.55e-11, 4.084e-11, 5.808e-14, 6.654e-14
     59708.1777, 3.552e-11, 4.083e-11, 5.833e-14, 6.677e-14
      59708.178, 3.554e-11, 4.088e-11, 5.843e-14, 6.688e-14
     59708.1783, 3.554e-11, 4.082e-11, 5.825e-14, 6.68e-14
