TIME,PSF_FLUX_NORM,PSF_EFLUX,X_POSITION,Y_POSITION,DQUALITY
2284.520288609,0.9829730231240196,0.0461997320868289,540.1809,156.2501,0
2284.527233194,0.9828866111132624,0.0461956707223233,540.1793,156.2496,0
2284.534177778,0.9974224592922968,0.0468788555867379,540.1802,156.2487,0
2284.541122363,0.9813268351860684,0.0461223612537452,540.1811,156.2501,0
2284.548066947,1.007009712147846,0.0473294564709487,540.1805,156.2499,0
2284.555011532,1.002560336908345,0.0471203358346922,540.1785,156.2489,0
2284.561956116,1.0144281942238111,0.0476781251285191,540.1805,156.2485,0
2284.568900701,1.0236977179427025,0.048113792743307,540.1798,156.25,0
2284.575845285,1.011514896899641,0.0475412001542831,540.1801,156.2512,0
2284.582789869,1.0163608859827271,0.0477689616411881,540.18,156.2491,0
2284.589734454,1.0005163524563945,0.0470242685654505,540.1806,156.2509,0
2284.596679038,1.012804287435019,0.0476018015094458,540.1786,156.2485,0
2284.603623622,1.0041250258355876,0.0471938762142726,540.181,156.2514,0
2284.610568206,0.9941517999238092,0.046725134596419,540.1786,156.2489,0
2284.61751279,0.9973344188021076,0.046874717683699,540.1804,156.2501,0
2284.624457374,1.0061313726409036,0.0472881745141224,540.1785,156.2481,0
2284.631401958,1.0029345190677097,0.0471379223961823,540.1797,156.2522,0
2284.638346542,0.9968085791700856,0.046850003220994,540.1797,156.2496,0
2284.645291126,1.0213225364798684,0.0480021592145538,540.1801,156.2496,0
2284.652235709,1.010026738749393,0.0474712567212214,540.1786,156.2489,0
2284.659180293,1.0184999104374743,0.0478694957905612,540.1797,156.2504,0
2284.666124877,1.0122507964435938,0.0475757874328489,540.1786,156.2483,0
2284.67306946,1.029609040269885,0.0483916248926845,540.1792,156.2481,0
2284.680014044,1.0104403652029164,0.047490697164537,540.1797,156.2514,0
2284.686958628,0.9946984819471028,0.0467508286515138,540.1787,156.2491,0
2284.693903211,0.9920124601758182,0.0466245856282634,540.1795,156.2501,0
2284.700847795,0.98715510355244,0.0463962898669646,540.1799,156.2493,0
2284.707792378,0.9777939260515514,0.0459563145244229,540.1795,156.2509,0
2284.714736961,0.9861165670687068,0.0463474786522292,540.1801,156.2491,0
2284.721681544,0.9739853557610404,0.0457773117207689,540.1784,156.2492,0
2284.728626128,0.9850164222637202,0.0462957718463948,540.1793,156.2496,0
2284.735570711,1.0037197901751955,0.0471748301382342,540.1786,156.2488,0
2284.742515294,1.0030385095127097,0.0471428099470973,540.1803,156.2515,0
2284.749459877,1.0036301955027578,0.0471706191886296,540.1797,156.2493,0
2284.75640446,1.021245564125153,0.0479985415138821,540.1791,156.2492,0
2284.763349043,1.0192336539537648,0.0479039817358269,540.1791,156.2501,0
2284.770293626,1.0236355570418196,0.0481108711809655,540.1787,156.2487,0
2284.777238209,1.0145570361888276,0.0476841807008749,540.1786,156.249,0
2284.784182792,1.042677118674281,0.0490058245776912,540.1793,156.2494,0
2284.791127375,1.0313810107631105,0.0484749075058661,540.1787,156.2503,0
2284.798071958,1.0247435917884091,0.0481629488140552,540.1792,156.2487,0
2284.805016541,1.0208946200167883,0.047982047140789,540.18,156.2504,0
2284.811961123,1.0209980088950052,0.0479869064180652,540.1792,156.2504,0
2284.818905706,1.01437751781357,0.0476757433372377,540.1791,156.2483,0
2284.825850289,1.0011170067793245,0.0470524993186282,540.1792,156.2495,0
2284.832794871,1.0113607036581629,0.0475339530719336,540.1777,156.2481,0
2284.839739453,1.012429807895768,0.047584200971101,540.1792,156.2495,0
2284.846684036,1.001409066673367,0.0470662261336482,540.1766,156.2488,0
2284.853628618,1.004889136264899,0.0472297894044502,540.18,156.2501,0
2284.860573201,0.993839585642334,0.0467104605251896,540.1787,156.2496,0
2284.867517783,1.0293927641052236,0.0483814599129455,540.1784,156.2498,0
2284.874462365,0.9901246006791472,0.0465358562319199,540.1784,156.2478,0
2284.881406948,1.016042735666704,0.047754008576335,540.1796,156.252,0
2284.888351529,1.0106166084500012,0.04749898059715,540.1797,156.2481,0
2284.895296112,0.9833401845980884,0.0462169886761101,540.1777,156.2485,0
2284.902240694,1.0083562422453385,0.0473927433855309,540.1787,156.2497,0
2284.909185276,0.9956995873564196,0.0467978806057517,540.1787,156.2491,0
2284.916129858,0.9974463906735164,0.0468799803616552,540.1796,156.2499,0
2284.92307444,1.000211554295406,0.047009943051884,540.1791,156.2484,0
2284.930019022,0.9928394999045088,0.0466634564955119,540.178,156.2497,0
2284.936963603,0.98408011251574,0.0462517652882397,540.179,156.2494,0
2284.943908185,0.9998342164399744,0.0469922081726787,540.1782,156.2493,0
2284.950852767,0.9857074685476936,0.0463282510217416,540.1781,156.2487,0
2284.957797348,1.0076914069461742,0.0473614961264701,540.18,156.2509,0
2284.96474193,1.0124774495388782,0.0475864401283272,540.1785,156.2488,0
2284.971686512,1.0249002785051693,0.0481703130897429,540.1785,156.2501,0
2284.978631093,1.0109214302783944,0.0475133072230845,540.1787,156.2483,0
2284.985575675,1.0277037829240223,0.048302077797429,540.1787,156.2496,0
2284.992520256,1.0155708321090955,0.0477318291091274,540.1776,156.2485,0
2284.999464838,1.0135399674925478,0.0476363784721497,540.1781,156.2488,0
2285.006409419,1.0090212838413295,0.0474240003405424,540.1781,156.2504,0
2285.013354,1.0256128349349325,0.0482038032419418,540.1783,156.2482,0
2285.020298581,1.019625919931508,0.0479224182367808,540.1778,156.2492,0
2285.027243163,1.0117451778468045,0.0475520233587998,540.1791,156.249,0
2285.034187744,1.007706424009977,0.0473622019284689,540.1788,156.249,0
2285.041132325,1.0090001229234031,0.0474230057773999,540.177,156.25,0
2285.048076906,1.0134322000926397,0.047631313404354,540.1781,156.2496,0
2285.055021487,0.9983038342661864,0.0469202802105107,540.1778,156.2491,0
2285.061966068,1.0113324331004898,0.047532624355723,540.1779,156.2479,0
2285.068910649,1.0143377464556431,0.0476738740834152,540.1768,156.2489,0
2285.07585523,1.0030957148608133,0.0471454985984582,540.1777,156.2485,0
2285.082799811,1.0428311399520582,0.0490130635777467,540.1797,156.2499,0
2285.089744391,1.0123957635410945,0.0475826008864314,540.1785,156.2495,0
2285.096688972,1.0162514988737728,0.0477638204470673,540.1773,156.2485,0
2285.103633552,1.006366239611825,0.0472992132617557,540.1781,156.2495,0
2285.110578133,0.9880301903706952,0.0464374189474226,540.1771,156.2491,0
2285.117522714,0.9925678481105328,0.046650688861195,540.1784,156.2487,0
2285.124467294,0.993394024187928,0.0466895191368326,540.1771,156.2488,0
2285.131411875,1.0007483786162668,0.0470351737949645,540.1771,156.2506,0
2285.138356455,1.0034358269666883,0.0471614838674343,540.1789,156.2497,0
2285.145301035,1.0025460059660036,0.0471196622804021,540.1777,156.2472,0
2285.152245616,1.0195088571770683,0.0479169162873222,540.1779,156.25,0
2285.159190196,1.0225617210274751,0.0480604008882913,540.1774,156.2499,0
2285.166134776,1.0234449965441736,0.0481019148375761,540.1771,156.2491,0
2285.173079356,1.021426523746535,0.0480070466160871,540.1764,156.2493,0
2285.180023937,1.0277672889369798,0.048305062580038,540.1777,156.2481,0
2285.186968517,1.0401161676703914,0.0488854598805083,540.1784,156.249,0
2285.193913097,1.024914126609777,0.0481709639506595,540.1783,156.2499,0
2285.200857677,1.0324464781160196,0.0485249844714529,540.1782,156.2487,0
2285.207802257,1.026454424680922,0.0482433579600033,540.1771,156.2489,0
2285.214746836,1.0079170112984237,0.0473720995310259,540.1791,156.2484,0
2285.221691416,1.0134157629554017,0.0476305408589038,540.1761,156.2481,0
2285.228635996,1.00959694360953,0.0474510563496479,540.1772,156.2493,0
2285.235580576,1.013322568206671,0.0476261607057135,540.1771,156.2487,0
2285.242525155,1.0211845867208564,0.0479956755758802,540.1773,156.2491,0
2285.249469735,1.012575276262742,0.0475910379843488,540.1793,156.2486,0
2285.256414315,1.0186301983594168,0.0478756193228925,540.1772,156.2491,0
2285.263358894,1.015682877545472,0.0477370952446371,540.1781,156.2494,0
2285.270303474,1.0306876474191662,0.0484423194287008,540.1773,156.2488,0
2285.277248053,1.016151566833022,0.047759123641152,540.1766,156.2476,0
2285.284192633,1.0280397400801324,0.0483178677837662,540.176,156.2487,0
2285.291137212,1.0366974043061852,0.0487247780023907,540.1766,156.2495,0
2285.298081791,1.025173773090895,0.048183167335272,540.1784,156.2482,0
2285.30502637,1.0398352868456948,0.0488722584817476,540.1778,156.2502,0
2285.31197095,1.01255336001604,0.0475900079207538,540.1776,156.2468,0
2285.318915529,1.0196489096059755,0.0479234987514808,540.1773,156.25,0
2285.325860108,1.0183135229908649,0.0478607355805706,540.1772,156.2496,0
2285.332804687,1.0227468607725765,0.048069102456311,540.1757,156.2491,0
2285.339749266,1.038469044194441,0.0488080450771387,540.1766,156.2483,0
2285.346693845,1.02016014118129,0.0479475266355206,540.1775,156.2486,0
2285.353638424,1.032562334999185,0.0485304297449616,540.1774,156.2484,0
2285.360583003,1.0291238405943983,0.0483688205079367,540.1773,156.249,0
2285.367527582,1.026045053830861,0.0482241175300504,540.1773,156.2485,0
2285.37447216,1.042244152367871,0.0489854751612899,540.1769,156.2492,0
2285.381416739,1.0362921853053133,0.0487057327093497,540.1778,156.2492,0
2285.388361318,1.0260716187543353,0.0482253660814537,540.1773,156.2482,0
2285.395305896,1.0300714996680027,0.0484133604843961,540.1778,156.2478,0
2285.402250475,1.039492114471506,0.0488561293801607,540.1754,156.2483,0
2285.409195053,1.029469525611065,0.04838506770372,540.1767,156.2486,0
2285.416139632,1.025276471596913,0.0481879941650549,540.1774,156.2485,0
2285.42308421,1.0204572772686973,0.0479614920316287,540.1765,156.2471,0
2285.430028789,1.0170868870664171,0.0478030836921216,540.1768,156.2471,0
2285.436973367,1.0224070585849658,0.0480531317534933,540.1767,156.2482,0
2285.443917945,1.0079262853150326,0.0473725354098065,540.1763,156.2486,0
2285.450862523,1.0044851835139124,0.0472108036251538,540.1768,156.2477,0
2285.457807102,1.0234628972017876,0.048102756168484,540.1763,156.2492,0
2285.46475168,1.0173251922130315,0.0478142840340124,540.1763,156.2483,0
2285.471696258,1.0373749272684358,0.0487566215816164,540.1779,156.2483,0
2285.478640836,1.0341510069158732,0.048605097325046,540.1761,156.248,0
2285.485585414,1.0372245969037786,0.0487495560544775,540.1771,156.2471,0
2285.492529992,1.0265591519225203,0.0482482801403584,540.1761,156.2486,0
2285.49947457,1.0455683951097456,0.049141714570158,540.1758,156.2479,0
2285.506419147,1.0368502080393602,0.0487319597778499,540.1763,156.2491,0
2285.513363725,1.0315754431963124,0.0484840458302266,540.1773,156.2463,0
2285.520308303,1.031663655747399,0.0484881918201277,540.1745,156.2496,0
2285.527252881,1.0419055013427336,0.0489695585631084,540.176,156.2481,0
2285.534197458,1.0200456476799455,0.0479421454409574,540.1764,156.2493,0
2285.541142036,1.0212295928291792,0.0479977908629714,540.1747,156.2478,0
2285.548086613,1.0384749264727156,0.0488083215442176,540.1754,156.2488,0
2285.555031191,1.0255006008137773,0.0481985282382475,540.178,156.2481,0
2285.561975768,1.0268431709057533,0.0482616290325704,540.1757,156.2473,0
2285.568920346,1.023887825688244,0.0481227278073474,540.1782,156.2494,0
2285.575864923,1.0313088085778443,0.0484715140031586,540.1757,156.2472,0
2285.5828095,1.0234206016317318,0.0481007682766913,540.1752,156.2487,0
2285.589754077,1.0217652377745954,0.0480229661754059,540.1774,156.2487,0
2285.596698655,1.0243666884833738,0.0481452343587185,540.1734,156.2478,0
2285.603643232,1.00840474171442,0.0473950228605777,540.1771,156.248,0
2285.610587809,1.0226353923834868,0.0480638634420238,540.1755,156.2471,0
2285.617532386,1.0239803793791582,0.0481270778308204,540.1757,156.2493,0
2285.624476963,1.037253868296217,0.0487509318099221,540.1748,156.2484,0
2285.63142154,1.015014557808209,0.0477056842169858,540.1763,156.2476,0
2285.638366117,1.013635917658517,0.0476408881299503,540.1757,156.2493,0
2285.645310693,1.0163866946670166,0.0477701746493497,540.176,156.2482,0
2285.65225527,1.0205853527921116,0.0479675115812292,540.1761,156.2487,0
2285.659199847,1.035008296707672,0.0486453899452605,540.1755,156.2475,0
2285.666144424,1.034017819531133,0.0485988375179632,540.1744,156.2479,0
2285.673089,1.0318570200208987,0.0484972799409822,540.1758,156.2474,0
2285.680033577,1.0258167618139755,0.0482133878052568,540.1772,156.2474,0
2285.686978154,1.0543121590923294,0.0495526714773394,540.1732,156.2487,0
2285.69392273,1.041926690198241,0.0489705544393173,540.1766,156.2497,0
2285.700867307,1.028121447843505,0.0483217080486447,540.1766,156.2477,0
2285.707811883,1.0457850549520329,0.0491518975827455,540.1759,156.2476,0
2285.714756459,1.029475641368853,0.0483853551443361,540.175,156.2487,0
2285.721701035,1.0394458918585865,0.0488539569173535,540.1759,156.2462,0
2285.728645612,1.0344304952094487,0.048618233274844,540.1764,156.2482,0
2285.735590188,1.0272777154538435,0.0482820526263306,540.1738,156.2475,0
2285.742534764,1.0221093453465948,0.0480391392312899,540.1751,156.2465,0
2285.74947934,1.0262564204103184,0.0482340517592849,540.1747,156.248,0
2285.756423916,1.0176737189025584,0.0478306647884202,540.1745,156.2482,0
2285.763368492,1.0272783399169372,0.048282081976096,540.1745,156.2474,0
2285.770313068,1.0232042306289777,0.0480905988395619,540.1752,156.2479,0
2285.777257644,1.0334149859958794,0.0485705043418063,540.176,156.248,0
2285.78420222,1.0331785738236876,0.0485593929697133,540.1749,156.2475,0
2285.791146796,1.0115514830493326,0.0475429197033186,540.1757,156.2477,0
2285.798091371,1.0235415921612512,0.0481064548315788,540.1752,156.2473,0
2285.805035947,1.0285356163826505,0.0483411739699845,540.1764,156.2476,0
2285.811980523,1.0104582896802097,0.0474915396149698,540.1763,156.2486,0
2285.818925098,1.0169405082965188,0.0477962038899363,540.1743,156.2468,0
2285.825869674,1.027790140323175,0.0483061365951892,540.1746,156.2459,0
2285.83281425,1.0168944642696371,0.0477940398206729,540.175,156.2482,0
2285.839758825,1.0131467862066852,0.0476178989517142,540.175,156.2486,0
2285.8467034,1.0182816536010175,0.0478592377192478,540.1758,156.2469,0
2285.853647976,1.009161382720556,0.0474305849878661,540.1753,156.2478,0
2285.860592551,1.033243598195418,0.0485624491151846,540.1751,156.2468,0
2285.867537126,1.043936251701281,0.0490650038299602,540.1754,156.2473,0
2285.874481702,1.0267971797474151,0.0482594674481285,540.1764,156.2488,0
2285.881426277,1.015764959746301,0.0477409531080761,540.176,156.2473,0
2285.888370852,1.0321329604036686,0.0485102491389724,540.1741,156.2473,0
2285.895315427,1.038996065942856,0.0488328150993142,540.1736,156.2468,0
2285.902260002,1.0250889762047384,0.0481791818816227,540.1747,156.2478,0
2285.909204577,1.0189568263462516,0.0478909708382738,540.1753,156.2477,0
2285.916149152,1.0210822322556363,0.0479908649160149,540.1754,156.2466,0
2285.923093727,1.0179308185992262,0.0478427484741636,540.1758,156.2467,0
2285.930038301,1.018875114957441,0.0478871304029997,540.1742,156.2487,0
2285.936982876,1.011101920154443,0.0475217902472588,540.1754,156.2461,0
2285.943927451,1.0218084813400317,0.0480249986229814,540.1759,156.2486,0
2285.950872025,1.0382259296044167,0.0487966186914075,540.1756,156.2483,0
2285.9578166,1.0107350519455989,0.0475045474414431,540.175,156.2465,0
2285.964761175,1.033596074263618,0.04857901549039,540.1743,156.2464,0
2285.971705749,1.0426656330561574,0.0490052847536394,540.1732,156.2473,0
2285.978650324,1.00849439106974,0.0473992363802777,540.175,156.2464,0
2285.985594898,1.0308594087952732,0.0484503922133778,540.1746,156.2467,0
2285.992539472,0.996808092580558,0.0468499803512862,540.174,156.2478,0
2285.999484047,1.0125787269476552,0.0475912001665397,540.1733,156.2474,0
2286.006428621,1.0275352256285162,0.0482941556045402,540.1739,156.2473,0
2286.013373195,1.0130844728527262,0.0476149702240781,540.1745,156.2468,0
2286.020317769,1.0035316432052783,0.047165987230648,540.1748,156.2475,0
2286.027262343,0.999114944645774,0.0469584023983513,540.1737,156.2485,0
2286.034206917,0.998711528540632,0.0469394418414097,540.1727,156.246,0
2286.041151491,1.0533316531407682,0.0495065876976161,540.1749,156.2458,0
2286.048096066,1.0171647545058513,0.047806743461775,540.1744,156.2475,0
2286.055040639,1.017916352320153,0.0478420685590472,540.1734,156.2469,0
2286.061985213,1.0034257255272467,0.0471610090997806,540.1757,156.2469,0
2286.068929787,1.0423391429914874,0.0489899397205999,540.1735,156.2454,0
2286.075874361,1.0290156008928828,0.0483637332419654,540.1738,156.2476,0
2286.082818935,1.0373480601473577,0.0487553588269258,540.174,156.2463,0
2286.089763508,1.032156308131463,0.0485113464821787,540.1751,156.2477,0
2286.096708082,1.0184423518991204,0.0478667905392586,540.1739,156.2462,0
2286.103652655,1.0344166804886792,0.0486175839829679,540.1747,156.2471,0
2286.110597229,1.0136306335354204,0.0476406397761647,540.173,156.2469,0
2286.117541802,1.0149289747138743,0.047701661811552,540.1725,156.2471,0
2286.124486376,1.0105080350267412,0.0474938776462568,540.1752,156.2462,0
2286.131430949,1.014229333743942,0.0476687786859652,540.1745,156.2463,0
2286.138375522,1.024348913540015,0.0481443989363807,540.1753,156.247,0
2286.145320096,1.0344217109315414,0.0486178204137824,540.1732,156.2466,0
2286.152264669,1.0150546268246523,0.0477075674607586,540.173,156.2469,0
2286.159209242,1.0284893315476218,0.0483389985827382,540.1733,156.2469,0
2286.166153815,1.0339517084254044,0.048595730295994,540.174,156.2459,0
2286.173098388,1.0430743529958937,0.049024494590807,540.1716,156.2461,0
2286.180042961,1.0315888494218903,0.0484846759228288,540.1748,156.2475,0
2286.186987534,1.0160138289078116,0.0477526499586671,540.1739,156.2469,0
2286.193932107,1.019412041240915,0.047912365938323,540.1729,156.2466,0
2286.20087668,1.0047914598298646,0.0472251986120036,540.1748,156.2477,0
2286.207821253,1.002086148683197,0.0470980489881102,540.1737,156.2454,0
2286.214765825,0.99733230607235,0.0468746183854004,540.1724,156.2455,0
2286.221710398,0.9934186640879769,0.0466906772121349,540.1704,156.2465,0
2286.228654971,0.9916227254958458,0.0466062680983047,540.1749,156.2467,0
2286.235599543,0.9769110615603998,0.0459148198933387,540.1723,156.2465,0
2286.242544116,0.9913289910511196,0.0465924625794026,540.1749,156.2464,0
2286.249488688,1.0002761160981617,0.0470129774566136,540.174,156.2463,0
2286.256433261,0.9855285435844132,0.0463198415484674,540.174,156.2471,0
2286.263377833,1.005597792118469,0.047263096229568,540.1737,156.2461,0
2286.270322406,1.0048132636005067,0.0472262233892238,540.173,156.2457,0
2286.277266978,1.0136735608356453,0.0476426573592753,540.1728,156.2458,0
2286.28421155,1.010412176209502,0.0474893722818465,540.1742,156.2461,0
2286.291156123,1.001079525625911,0.0470507377044178,540.1731,156.2461,0
2286.298100695,0.9952210543660062,0.0467753895552022,540.1731,156.2462,0
2286.305045267,0.9850991563727606,0.0462996603495197,540.1729,156.2452,0
2286.311989839,0.9836749845234096,0.0462327242726002,540.1727,156.2476,0
2286.318934411,0.984212542268142,0.0462579894866026,540.1723,156.2451,0
2286.325878983,0.9737097419690148,0.0457643578725436,540.1721,156.2454,0
2286.332823555,0.9783956094708164,0.0459845936451283,540.1736,156.2476,0
2286.339768127,0.988110319950706,0.0464411850376831,540.1719,156.2448,0
2286.346712698,0.986932855604272,0.0463858442134007,540.173,156.2462,0
2286.35365727,1.0235240954889009,0.0481056324879783,540.1736,156.2432,0
2286.360601842,1.006808893442147,0.0473200179917809,540.1733,156.2472,0
2286.367546414,1.0109894582268235,0.0475165045366607,540.1719,156.2463,0
2286.374490985,1.0191620111583792,0.0479006145244438,540.1733,156.246,0
2286.381435556,1.0062237670036924,0.0472925170491735,540.1735,156.2472,0
2286.388380128,1.0054862294841869,0.0472578527857567,540.1725,156.2453,0
